tcg_category_id,tcg_group_id,tcg_product_id,tcg_subtype,game,set,number,name,vars,rarity,value,value_updated,language,condition,psa_10,cgc_10,grade_9
89,24344,653034,Foil,Riftbound League of Legends Trading Card Game,Origins,239,Machine Evangel,Foil,Rare,0.9,2026-03-19 02:02:56,en,,,,
89,24344,652890,Foil,Riftbound League of Legends Trading Card Game,Origins,109,Dr. Mundo - Expert,Foil,Rare,1.11,2026-03-19 02:02:56,en,,,,
89,24344,652852,Foil,Riftbound League of Legends Trading Card Game,Origins,75,Tasty Faefolk,Foil,Rare,1.07,2026-03-19 02:02:56,en,,,,
89,24344,652990,Foil,Riftbound League of Legends Trading Card Game,Origins,199,Tideturner,Foil,Rare,1.07,2026-03-19 02:02:56,en,,,,
89,24344,653053,Foil,Riftbound League of Legends Trading Card Game,Origins,255,Ahri - Nine-Tailed Fox,Foil,Rare,1.57,2026-03-19 02:02:56,en,,,,
89,24344,653028,Foil,Riftbound League of Legends Trading Card Game,Origins,234,Harnessed Dragon,Foil,Rare,2.07,2026-03-19 02:02:56,en,,,,
89,24344,652985,Foil,Riftbound League of Legends Trading Card Game,Origins,195,Rhasa the Sunderer,Foil,Rare,2.91,2026-03-19 02:02:56,en,,,,
89,24344,652940,Foil,Riftbound League of Legends Trading Card Game,Origins,155,Qiyana - Victorious,Foil,Rare,2.73,2026-03-19 02:02:56,en,,,,
89,24344,652850,Foil,Riftbound League of Legends Trading Card Game,Origins,73,Sona - Harmonious,Foil,Rare,3.32,2026-03-19 02:02:56,en,,,,
89,24344,653064,Foil,Riftbound League of Legends Trading Card Game,Origins,266,Siphon Power,Foil,Epic,4.47,2026-03-19 02:02:56,en,,,,
89,24344,652857,Foil,Riftbound League of Legends Trading Card Game,Origins,78a,Lee Sin - Ascetic (Alternate Art),Foil,Showcase,4.45,2026-03-19 02:02:56,en,,,,
89,24344,652993,Foil,Riftbound League of Legends Trading Card Game,Origins,202,Jinx - Rebel,Foil,Epic,7.25,2026-03-19 02:02:56,en,,,,
89,24344,653048,Foil,Riftbound League of Legends Trading Card Game,Origins,250,Stormbringer,Foil,Epic,10.99,2026-03-19 02:02:56,en,,,,
89,24344,652797,Foil,Riftbound League of Legends Trading Card Game,Origins,26,Brynhir Thundersong,Foil,Rare,9.25,2026-03-19 02:02:56,en,,,,
89,24344,653026,Foil,Riftbound League of Legends Trading Card Game,Origins,232,Fiora - Victorious,Foil,Rare,6.67,2026-03-19 02:02:56,en,,,,
89,24344,652801,Foil,Riftbound League of Legends Trading Card Game,Origins,29,Falling Star,Foil,Rare,9.47,2026-03-19 02:02:56,en,,,,
89,24344,652862,Foil,Riftbound League of Legends Trading Card Game,Origins,82,Whiteflame Protector,Foil,Epic,15.6,2026-03-19 02:02:56,en,,,,
89,24344,653231,Foil,Riftbound League of Legends Trading Card Game,Origins,119a,Ahri - Inquisitive (Alternate Art),Foil,Showcase,13.83,2026-03-19 02:02:56,en,,,,
89,24344,652955,Foil,Riftbound League of Legends Trading Card Game,Origins,166a,Chaos Rune (Alternate Art),Foil,Showcase,14.63,2026-03-19 02:02:56,en,,,,
89,24344,653060,Foil,Riftbound League of Legends Trading Card Game,Origins,262,Zenith Blade,Foil,Epic,16.72,2026-03-19 02:02:56,en,,,,
89,24344,652898,Foil,Riftbound League of Legends Trading Card Game,Origins,116,Thousand-Tailed Watcher,Foil,Rare,28.79,2026-03-19 02:02:56,en,,,,
89,24344,652814,Foil,Riftbound League of Legends Trading Card Game,Origins,40,Seal of Rage,Foil,Epic,31.42,2026-03-19 02:02:56,en,,,,
89,24344,653105,Foil,Riftbound League of Legends Trading Card Game,Origins,305,Yasuo - Unforgiven (Overnumbered),Foil,Showcase,79.25,2026-03-19 02:02:56,en,,,,
3,2374,677399,Holofoil,Pokemon,Miscellaneous Cards & Products,123,Gastly (Cosmos Holo),Holofoil,Common,0.29,2026-03-19 02:02:55,en,,,,
3,2374,677398,Holofoil,Pokemon,Miscellaneous Cards & Products,20,Charmander (Cosmos Holo),Holofoil,Common,0.29,2026-03-19 02:02:55,en,,,34.99,
3,2374,677398,Holofoil,Pokemon,Miscellaneous Cards & Products,20,Charmander (Cosmos Holo),Holofoil,Common,0.29,2026-03-19 02:02:55,en,,,34.99,
3,24541,675894,Holofoil,Pokemon,ME: Ascended Heroes,82,Togekiss,Holofoil,Rare,0.08,2026-03-19 02:02:15,en,,30.54,24.0,10.14
3,24541,675894,Holofoil,Pokemon,ME: Ascended Heroes,82,Togekiss,Holofoil,Rare,0.08,2026-03-19 02:02:15,en,,30.54,24.0,10.14
3,24541,675990,Holofoil,Pokemon,ME: Ascended Heroes,178,Terapagos,Holofoil,Rare,0.08,2026-03-19 02:02:15,en,,30.54,24.0,10.14
3,24541,675879,Holofoil,Pokemon,ME: Ascended Heroes,67,Tapu Koko,Holofoil,Rare,0.06,2026-03-19 02:02:15,en,,30.54,24.0,10.14
3,24541,675917,Holofoil,Pokemon,ME: Ascended Heroes,105,Lunatone,Holofoil,Rare,0.12,2026-03-19 02:02:15,en,,30.49,24.0,10.13
3,24541,675998,Reverse Holofoil,Pokemon,ME: Ascended Heroes,186,Counter Gain,Reverse Holofoil,Common,0.17,2026-03-19 02:02:15,en,,30.94,25.0,10.25
3,24541,676902,Reverse Holofoil,Pokemon,ME: Ascended Heroes,63,Helioptile (Quick Ball),Reverse Holofoil,Common,0.17,2026-03-19 02:02:15,en,,,,
3,24541,677074,Reverse Holofoil,Pokemon,ME: Ascended Heroes,102,Hitmontop (Energy Symbol Pattern),Reverse Holofoil,Common,0.19,2026-03-19 02:02:15,en,,,,
3,24541,676979,Reverse Holofoil,Pokemon,ME: Ascended Heroes,163,Larry's Dunsparce (Poke Ball),Reverse Holofoil,Common,0.16,2026-03-19 02:02:15,en,,,,
3,24541,676886,Reverse Holofoil,Pokemon,ME: Ascended Heroes,41,Totodile (Friend Ball),Reverse Holofoil,Common,0.15,2026-03-19 02:02:15,en,,,,
3,24541,676895,Reverse Holofoil,Pokemon,ME: Ascended Heroes,53,Frosmoth (Friend Ball),Reverse Holofoil,Uncommon,0.15,2026-03-19 02:02:15,en,,,,
3,24541,676868,Reverse Holofoil,Pokemon,ME: Ascended Heroes,19,Team Rocket's Spidops (Team Rocket),Reverse Holofoil,Rare,0.26,2026-03-19 02:02:15,en,,,,
3,24541,676863,Reverse Holofoil,Pokemon,ME: Ascended Heroes,14,Cascoon (Love Ball),Reverse Holofoil,Common,0.24,2026-03-19 02:02:15,en,,,,
3,24541,677099,Reverse Holofoil,Pokemon,ME: Ascended Heroes,134,Scraggy (Energy Symbol Pattern),Reverse Holofoil,Common,0.27,2026-03-19 02:02:15,en,,,,
3,24541,676022,Reverse Holofoil,Pokemon,ME: Ascended Heroes,210,Team Rocket's Watchtower,Reverse Holofoil,Uncommon,0.28,2026-03-19 02:02:15,en,,30.98,25.0,10.26
3,24541,677076,Reverse Holofoil,Pokemon,ME: Ascended Heroes,104,Medicham (Energy Symbol Pattern),Reverse Holofoil,Common,0.23,2026-03-19 02:02:15,en,,,,
3,24541,677127,Reverse Holofoil,Pokemon,ME: Ascended Heroes,174,Larry's Braviary (Energy Symbol Pattern),Reverse Holofoil,Uncommon,0.26,2026-03-19 02:02:15,en,,,,
3,24541,676933,Reverse Holofoil,Pokemon,ME: Ascended Heroes,101,Team Rocket's Dugtrio (Team Rocket),Reverse Holofoil,Uncommon,0.27,2026-03-19 02:02:15,en,,,,
3,24541,676943,Reverse Holofoil,Pokemon,ME: Ascended Heroes,115,Pancham (Love Ball),Reverse Holofoil,Common,0.27,2026-03-19 02:02:15,en,,,,
3,24541,676025,Reverse Holofoil,Pokemon,ME: Ascended Heroes,213,Ultra Ball,Reverse Holofoil,Common,0.24,2026-03-19 02:02:15,en,,31.03,25.0,10.27
3,24541,677009,Reverse Holofoil,Pokemon,ME: Ascended Heroes,20,Charmander (Energy Symbol Pattern),Reverse Holofoil,Common,0.31,2026-03-19 02:02:15,en,,,,
3,24541,675919,Holofoil,Pokemon,ME: Ascended Heroes,107,Regirock ex,Holofoil,Double Rare,0.52,2026-03-19 02:02:15,en,,36.16,29.0,11.62
3,24541,675997,Reverse Holofoil,Pokemon,ME: Ascended Heroes,185,Canari,Reverse Holofoil,Uncommon,0.52,2026-03-19 02:02:15,en,,34.92,28.0,11.3
3,24541,675949,Holofoil,Pokemon,ME: Ascended Heroes,137,N's Zoroark ex,Holofoil,Double Rare,1.16,2026-03-19 02:02:15,en,,39.6,32.0,12.53
3,24541,675925,Holofoil,Pokemon,ME: Ascended Heroes,113,Mega Lucario ex,Holofoil,Double Rare,1.15,2026-03-19 02:02:15,en,,40.39,32.0,12.74
3,24541,676082,Holofoil,Pokemon,ME: Ascended Heroes,270,Mega Scrafty ex,Holofoil,Mega Attack Rare,7.15,2026-03-19 02:02:15,en,,102.5,82.0,13.8
3,24541,676033,Holofoil,Pokemon,ME: Ascended Heroes,221,Budew,Holofoil,Illustration Rare,16.66,2026-03-19 02:02:15,en,,105.14,84.0,24.4
3,24541,676063,Holofoil,Pokemon,ME: Ascended Heroes,251,Sprigatito ex,Holofoil,Ultra Rare,5.12,2026-03-19 02:02:15,en,,58.17,47.0,17.42
3,24541,676049,Holofoil,Pokemon,ME: Ascended Heroes,237,Hop's Trevenant,Holofoil,Illustration Rare,5.95,2026-03-19 02:02:15,en,,76.0,61.0,12.5
3,24541,676084,Holofoil,Pokemon,ME: Ascended Heroes,272,Mega Meganium ex,Holofoil,Special Illustration Rare,96.39,2026-03-19 02:02:15,en,,357.5,286.0,124.48
3,24451,680480,Holofoil,Pokemon,ME: Mega Evolution Promo,31,N's Zekrom,Holofoil,Promo,6.84,2026-03-19 19:32:28,en,,,,
3,24541,675836,Holofoil,Pokemon,ME: Ascended Heroes,24,Ethan's Magcargo,Holofoil,Rare,0.07,2026-03-19 02:02:15,en,,30.54,24.0,10.14
3,24541,675917,Holofoil,Pokemon,ME: Ascended Heroes,105,Lunatone,Holofoil,Rare,0.12,2026-03-19 02:02:15,en,,30.49,24.0,10.13
3,24541,675890,Holofoil,Pokemon,ME: Ascended Heroes,78,Team Rocket's  exeggutor,Holofoil,Rare,0.11,2026-03-19 02:02:15,en,,30.98,25.0,10.26
3,24541,675884,Holofoil,Pokemon,ME: Ascended Heroes,72,Iono's Kilowattrel,Holofoil,Rare,0.13,2026-03-19 02:02:15,en,,30.98,25.0,10.26
3,24541,675898,Holofoil,Pokemon,ME: Ascended Heroes,86,Mismagius,Holofoil,Rare,0.09,2026-03-19 02:02:15,en,,31.23,25.0,10.32
3,24541,675934,Holofoil,Pokemon,ME: Ascended Heroes,122,Okidogi,Holofoil,Rare,0.07,2026-03-19 02:02:15,en,,30.64,25.0,10.17
3,24541,676971,Reverse Holofoil,Pokemon,ME: Ascended Heroes,153,Rayquaza (Friend Ball),Reverse Holofoil,Rare,0.3,2026-03-19 02:02:15,en,,,,
3,24541,675919,Holofoil,Pokemon,ME: Ascended Heroes,107,Regirock ex,Holofoil,Double Rare,0.52,2026-03-19 02:02:15,en,,36.16,29.0,11.62
3,24541,675997,Reverse Holofoil,Pokemon,ME: Ascended Heroes,185,Canari,Reverse Holofoil,Uncommon,0.52,2026-03-19 02:02:15,en,,34.92,28.0,11.3
3,24541,675972,Holofoil,Pokemon,ME: Ascended Heroes,160,Dragapult ex,Holofoil,Double Rare,1.03,2026-03-19 02:02:15,en,,36.65,29.0,11.75
3,24541,676015,Reverse Holofoil,Pokemon,ME: Ascended Heroes,203,Team Rocket's Factory,Reverse Holofoil,Uncommon,1.19,2026-03-19 02:02:15,en,,31.48,25.0,10.39
3,24541,676899,Reverse Holofoil,Pokemon,ME: Ascended Heroes,59,Tynamo (Quick Ball),Reverse Holofoil,Common,0.22,2026-03-19 02:02:15,en,,,,
3,24541,677075,Reverse Holofoil,Pokemon,ME: Ascended Heroes,103,Meditite (Energy Symbol Pattern),Reverse Holofoil,Common,0.2,2026-03-19 02:02:15,en,,,,
3,24541,676895,Reverse Holofoil,Pokemon,ME: Ascended Heroes,53,Frosmoth (Friend Ball),Reverse Holofoil,Uncommon,0.15,2026-03-19 02:02:15,en,,,,
3,24541,676994,Reverse Holofoil,Pokemon,ME: Ascended Heroes,4,Erika's Bellsprout (Energy Symbol Pattern),Reverse Holofoil,Common,0.2,2026-03-19 02:02:15,en,,37.34,30.0,11.93
3,24541,676863,Reverse Holofoil,Pokemon,ME: Ascended Heroes,14,Cascoon (Love Ball),Reverse Holofoil,Common,0.24,2026-03-19 02:02:15,en,,,,
3,24541,676957,Reverse Holofoil,Pokemon,ME: Ascended Heroes,132,Galarian Obstagoon (Dusk Ball),Reverse Holofoil,Uncommon,0.34,2026-03-19 02:02:15,en,,,,
3,24541,676982,Reverse Holofoil,Pokemon,ME: Ascended Heroes,168,Larry's Starly (Poke Ball),Reverse Holofoil,Common,0.27,2026-03-19 02:02:15,en,,,,
3,24541,676885,Reverse Holofoil,Pokemon,ME: Ascended Heroes,40,Golduck (Love Ball),Reverse Holofoil,Uncommon,0.31,2026-03-19 02:02:15,en,,,,
3,24541,677115,Reverse Holofoil,Pokemon,ME: Ascended Heroes,157,Noivern (Energy Symbol Pattern),Reverse Holofoil,Uncommon,0.32,2026-03-19 02:02:15,en,,,,
3,24541,677048,Reverse Holofoil,Pokemon,ME: Ascended Heroes,71,Iono's Wattrel (Energy Symbol Pattern),Reverse Holofoil,Common,0.3,2026-03-19 02:02:15,en,,,,
3,24541,677098,Reverse Holofoil,Pokemon,ME: Ascended Heroes,133,Cynthia's Spiritomb (Energy Symbol Pattern),Reverse Holofoil,Uncommon,0.38,2026-03-19 02:02:15,en,,,,
3,24541,676912,Reverse Holofoil,Pokemon,ME: Ascended Heroes,77,Team Rocket's exeggcute (Team Rocket),Reverse Holofoil,Common,0.45,2026-03-19 02:02:15,en,,,,
3,24541,676956,Reverse Holofoil,Pokemon,ME: Ascended Heroes,131,Galarian Linoone (Dusk Ball),Reverse Holofoil,Common,0.38,2026-03-19 02:02:15,en,,,,
89,24519,664915,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,181,Rumble - Mechanized Menace,Foil,Rare,0.12,2026-03-19 02:02:56,en,,,,
89,24519,664915,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,181,Rumble - Mechanized Menace,Foil,Rare,0.12,2026-03-19 02:02:56,en,,,,
89,24519,666811,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,19,Assembly Rig,Foil,Rare,0.13,2026-03-19 02:02:56,en,,,,
89,24519,664928,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,205,Fiora - Grand Duelist,Foil,Rare,0.09,2026-03-19 02:02:56,en,,,,
89,24519,663439,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,201,Renata Glasc - Chem-Baroness,Foil,Rare,0.15,2026-03-19 02:02:56,en,,,,
89,24519,663438,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,203,Sivir - Battle Mistress,Foil,Rare,0.17,2026-03-19 02:02:56,en,,,,
89,24519,664922,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,187,Rek'sai - Void Burrower,Foil,Rare,0.12,2026-03-19 02:02:56,en,,,,
89,24519,664920,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,183,Lucian - Purifier,Foil,Rare,0.11,2026-03-19 02:02:56,en,,,,
89,24519,663441,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,195,Irelia - Blade Dancer,Foil,Rare,0.15,2026-03-19 02:02:56,en,,,,
89,24519,663440,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,197,Azir - Emperor of the Sands,Foil,Rare,0.16,2026-03-19 02:02:56,en,,,,
89,24519,663442,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,185,Draven - Glorious Executioner,Foil,Rare,0.15,2026-03-19 02:02:56,en,,,,
89,24519,666594,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,110,Fiora - Peerless,Foil,Rare,0.18,2026-03-19 02:02:56,en,,,,
89,24519,666600,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,143,Sivir - Mercenary,Foil,Rare,0.23,2026-03-19 02:02:56,en,,,,
89,24519,666847,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,52,Heart of Dark Ice,Foil,Rare,0.23,2026-03-19 02:02:56,en,,,,
89,24519,666485,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,174,Trove Golem,Foil,Rare,0.24,2026-03-19 02:02:56,en,,,,
89,24519,664891,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,141,Irelia - Graceful,Foil,Rare,0.16,2026-03-19 02:02:56,en,,,,
89,24519,665031,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,170,Rek'Sai - Swarm Queen,Foil,Rare,0.19,2026-03-19 02:02:56,en,,,,
89,24519,666410,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,55,Needlessly Large Yordle,Foil,Rare,0.18,2026-03-19 02:02:56,en,,,,
89,24519,666822,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,144,Spirit Wheel,Foil,Rare,0.2,2026-03-19 02:02:56,en,,,,
89,24519,664927,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,199,Ezreal - Prodigal Explorer,Foil,Rare,0.16,2026-03-19 02:02:56,en,,,,
89,24519,664948,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,112,Kato the Arm,Foil,Rare,0.18,2026-03-19 02:02:56,en,,,,
89,24519,666490,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,114,Marching Orders,Foil,Rare,0.18,2026-03-19 02:02:56,en,,,,
89,24519,665139,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,171,Renata Glasc - Industrialist,Foil,Rare,0.23,2026-03-19 02:02:56,en,,,,
89,24519,666442,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,79,Bard - Mercurial,Foil,Rare,0.21,2026-03-19 02:02:56,en,,,,
89,24519,666487,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,172,Sacred Shears,Foil,Rare,0.29,2026-03-19 02:02:56,en,,,,
89,24519,665143,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,49,Aphelios - Exalted,Foil,Rare,0.36,2026-03-19 02:02:56,en,,,,
89,24519,664888,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,111,Here to Help,Foil,Rare,0.27,2026-03-19 02:02:56,en,,,,
89,24519,663436,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,22,Long Sword,Foil,Rare,0.21,2026-03-19 02:02:56,en,,,,
89,24519,664963,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,86,World Atlas,Foil,Rare,0.26,2026-03-19 02:02:56,en,,,,
89,24519,666402,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,54,Jax - Unmatched,Foil,Rare,0.21,2026-03-19 02:02:56,en,,,,
89,24519,664963,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,86,World Atlas,Foil,Rare,0.26,2026-03-19 02:02:56,en,,,,
89,24519,666598,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,139,Edge of Night,Foil,Rare,0.27,2026-03-19 02:02:56,en,,,,
89,24519,663434,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,56,Sterak's Gage,Foil,Rare,0.3,2026-03-19 02:02:56,en,,,,
89,24519,663430,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,115,Trinity Force,Foil,Rare,0.35,2026-03-19 02:02:56,en,,,,
89,24519,666454,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,84,Jayce - Man of Progress,Foil,Rare,0.48,2026-03-19 02:02:56,en,,,,
89,24519,666587,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,81,Card Sharp,Foil,Rare,0.33,2026-03-19 02:02:56,en,,,,
89,24519,666587,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,81,Card Sharp,Foil,Rare,0.33,2026-03-19 02:02:56,en,,,,
89,24519,665012,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,23,Piercing Light,Foil,Rare,0.56,2026-03-19 02:02:56,en,,,,
89,24519,665012,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,23,Piercing Light,Foil,Rare,0.56,2026-03-19 02:02:56,en,,,,
89,24519,666483,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,176,Xin Zhao - Vigilant,Foil,Rare,0.47,2026-03-19 02:02:56,en,,,,
89,24519,666796,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,191,Rabadon's Deathcrown,Foil,Epic,0.6,2026-03-19 02:02:56,en,,,,
89,24519,666364,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,21,Ferrous Forerunner,Foil,Rare,0.75,2026-03-19 02:02:56,en,,,,
89,24519,664918,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,182,Danger Zone,Foil,Epic,0.7,2026-03-19 02:02:56,en,,,,
89,24519,665009,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,80,Bellows Breath,Foil,Rare,1.17,2026-03-19 02:02:56,en,,,,
89,24519,666414,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,58,Ornn - Blacksmith,Foil,Epic,1.08,2026-03-19 02:02:56,en,,,,
89,24519,665486,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,146,Vex - Cheerless,Foil,Rare,1.61,2026-03-19 02:02:56,en,,,,
89,24519,666476,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,171a,Renata Glasc - Industrialist (Alternate Art),Foil,Showcase,1.52,2026-03-19 02:02:56,en,,,,
89,24519,663435,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,51,Guardian Angel,Foil,Rare,1.92,2026-03-19 02:02:56,en,,,,
89,24519,666415,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,58a,Ornn - Blacksmith (Alternate Art),Foil,Showcase,1.87,2026-03-19 02:02:56,en,,,,
89,24519,664921,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,184,Relentless Pursuit,Foil,Epic,3.27,2026-03-19 02:02:56,en,,,,
89,24519,666425,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,60,Tianna Crownguard,Foil,Epic,3.72,2026-03-19 02:02:56,en,,,,
89,24519,665029,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,150,Last Rites,Foil,Epic,23.54,2026-03-19 02:02:56,en,,,,
89,24519,664944,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,231,Seal of Strength (Overnumbered),Foil,Showcase,55.52,2026-03-19 02:02:56,en,,,,
89,24519,666500,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,151,Bonds of Strength,Foil,Common,0.15,2026-03-19 02:02:56,en,,,,
89,24519,666880,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,94,Direwing,Foil,Common,0.17,2026-03-19 02:02:56,en,,,,
89,24519,666463,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,100,Yordle Explorer,Foil,Common,0.19,2026-03-19 02:02:56,en,,,,
89,24519,666876,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,217,Seat of Power,Foil,Uncommon,0.2,2026-03-19 02:02:56,en,,,,
89,24519,665140,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,1,Against the Odds,Foil,Common,0.21,2026-03-19 02:02:56,en,,,,
89,24519,666794,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,5,Detonate,Foil,Common,0.28,2026-03-19 02:02:56,en,,,,
89,24519,666800,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,9,Serrated Dirk,Foil,Common,0.23,2026-03-19 02:02:56,en,,,,
89,24519,666429,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,62,Bubble Bot,Foil,Common,0.28,2026-03-19 02:02:56,en,,,,
89,24519,666850,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,154,Guards!,Foil,Common,0.27,2026-03-19 02:02:56,en,,,,
89,24519,666836,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,132,Beast Below,Foil,Uncommon,0.31,2026-03-19 02:02:56,en,,,,
89,24519,664946,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,155,Honest Broker,Foil,Common,0.31,2026-03-19 02:02:56,en,,,,
89,24519,666801,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,11,Angle Shot,Foil,Uncommon,0.31,2026-03-19 02:02:56,en,,,,
89,24519,666369,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,40,Thwonk!,Foil,Common,0.35,2026-03-19 02:02:56,en,,,,
89,24519,666886,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,104,Petricite Monument,Foil,Uncommon,0.35,2026-03-19 02:02:56,en,,,,
89,24519,663443,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,128,Overzealous Fan,Foil,Common,0.43,2026-03-19 02:02:56,en,,,,
89,24519,666582,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,36,Lonely Poro,Foil,Common,0.36,2026-03-19 02:02:56,en,,,,
89,24519,666875,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,216,Rockfall Path,Foil,Uncommon,0.49,2026-03-19 02:02:56,en,,,,
89,24519,666865,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,166,Rally the Troops,Foil,Uncommon,0.78,2026-03-19 02:02:56,en,,,,
89,24519,666373,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,42,Brutalizer,Foil,Uncommon,1.0,2026-03-19 02:02:56,en,,,,
3,3064,276973,Normal,Pokemon,Pokemon GO,54,Eevee,Normal,Common,0.21,2026-03-19 02:02:57,en,,63.02,50.0,26.86
3,3064,276973,Normal,Pokemon,Pokemon GO,54,Eevee,Normal,Common,0.21,2026-03-19 02:02:57,en,,63.02,50.0,26.86
3,3064,276973,Normal,Pokemon,Pokemon GO,54,Eevee,Normal,Common,0.21,2026-03-19 02:02:57,en,,63.02,50.0,26.86
3,3064,274459,Holofoil,Pokemon,Pokemon GO,26,Golisopod,Holofoil,Holo Rare,0.17,2026-03-19 02:02:57,en,,31.9,26.0,21.0
3,3064,274433,Normal,Pokemon,Pokemon GO,1,Bulbasaur,Normal,Common,0.17,2026-03-19 02:02:57,en,,122.0,13.49,34.9
3,3064,277027,Reverse Holofoil,Pokemon,Pokemon GO,45,Meltan,Reverse Holofoil,Common,0.21,2026-03-19 02:02:57,en,,24.95,20.0,10.75
3,3064,274438,Normal,Pokemon,Pokemon GO,9,Charmeleon,Normal,Uncommon,0.16,2026-03-19 02:02:57,en,,58.86,20.18,19.99
3,3064,276946,Normal,Pokemon,Pokemon GO,27,Pikachu (27),Normal,Common,0.27,2026-03-19 02:02:57,en,,150.5,120.0,22.53
3,3064,276953,Holofoil,Pokemon,Pokemon GO,12,Moltres,Holofoil,Holo Rare,0.29,2026-03-19 02:02:57,en,,49.99,40.0,11.74
3,3064,276948,Reverse Holofoil,Pokemon,Pokemon GO,14,Camerupt,Reverse Holofoil,Uncommon,0.25,2026-03-19 02:02:57,en,,31.29,25.0,4.25
3,3064,277016,Reverse Holofoil,Pokemon,Pokemon GO,46,Melmetal,Reverse Holofoil,Holo Rare,0.28,2026-03-19 02:02:57,en,,31.79,25.0,10.95
3,3064,274445,Normal,Pokemon,Pokemon GO,15,Squirtle,Normal,Common,0.32,2026-03-19 02:02:57,en,,75.0,94.02,19.0
3,3064,276989,Reverse Holofoil,Pokemon,Pokemon GO,63,Unfezant,Reverse Holofoil,Uncommon,0.34,2026-03-19 02:02:57,en,,31.9,26.0,10.96
3,3064,276959,Holofoil,Pokemon,Pokemon GO,24,Articuno,Holofoil,Holo Rare,0.26,2026-03-19 02:02:57,en,,70.0,56.0,14.75
3,3064,276959,Holofoil,Pokemon,Pokemon GO,24,Articuno,Holofoil,Holo Rare,0.26,2026-03-19 02:02:57,en,,70.0,56.0,14.75
